UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-NON VEHICLE,200130949,01/13/2020,400 W PEACHTREE ST NW,504,Downtown,M,33.76614,-84.3876,
LARCENY-NON VEHICLE,200131232,01/13/2020,3202 MARTIN L KING JR DR SW,406,,I,33.75176,-84.49182,
LARCENY-NON VEHICLE,200131315,01/13/2020,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79766,-84.40596,
LARCENY-NON VEHICLE,200131790,01/13/2020,1024 WILLIAMS MILL RD NE,602,Poncey-Highland,N,33.77012,-84.35394,
LARCENY-NON VEHICLE,200130796,01/13/2020,2325 CHESHIRE BRIDGE RD NE @PUBLIX - CHESHIRE,212,Lindridge/Martin Manor,F,33.81866,-84.34906,
LARCENY-NON VEHICLE,200131054,01/13/2020,135 UNIVERSITY AVE SW,304,Peoplestown,V,33.72192,-84.39265,
LARCENY-NON VEHICLE,200131421,01/13/2020,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,
LARCENY-NON VEHICLE,200131888,01/13/2020,824 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77282,-84.41423,
LARCENY-NON VEHICLE,200130758,01/13/2020,150 GARNETT ST SW,512,Downtown,M,33.7474,-84.39298,
LARCENY-NON VEHICLE,200130863,01/13/2020,150 GARNET ST SW,512,Downtown,M,33.7474,-84.39298,
LARCENY-NON VEHICLE,200131075,01/13/2020,1991 DELOWE DR SW @BRICKWOOD APTS,410,Campbellton Road,R,33.69983,-84.46121,
LARCENY-NON VEHICLE,200131634,01/13/2020,225 CLIFTON ST SE,610,Kirkwood,O,33.7477,-84.33202,
LARCENY-NON VEHICLE,200131700,01/13/2020,3226 MAYO PL SW,409,Southwest,R,33.69641,-84.49429,
AUTO THEFT,200130412,01/13/2020,2425 ARNO DR NW,110,Carver Hills,G,33.7991,-84.46765,
AUTO THEFT,200130457,01/13/2020,213 WHITEFOORD AVE NE,609,Edgewood,O,33.75944,-84.34167,
AUTO THEFT,200130465,01/13/2020,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48372,
AUTO THEFT,200130908,01/13/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.78008,-84.41055,
AUTO THEFT,200131659,01/13/2020,1141 ASTOR AVE SW,306,Sylvan Hills,X,33.70174,-84.42602,
AUTO THEFT,200131578,01/13/2020,I-20 WB EXPY SW / LANGHORN ST SW,104,West End,T,33.74656,-84.43028,
ROBBERY-COMMERCIAL,200131291,01/13/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745,
ROBBERY-PEDESTRIAN,200131273,01/13/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
AGG ASSAULT,200131844,01/13/2020,936 MAYSON TURNER RD NW,105,Washington Park,K,33.75832,-84.41806,
AGG ASSAULT,200130508,01/13/2020,71 PEACHTREE ST NE @WOODRUFF PARK,510,Downtown,M,33.75567,-84.3887,
BURGLARY-NONRES,200130177,01/13/2020,2310 CORONET WAY NW,201,,C,33.81785,-84.44771,
BURGLARY-RESIDENCE,200130789,01/13/2020,218 LAUREL AVE SW,104,Mozley Park,K,33.74931,-84.44001,
BURGLARY-RESIDENCE,200132138,01/13/2020,2048 DETROIT AVE NW,107,Grove Park,J,33.76686,-84.45442,
BURGLARY-RESIDENCE,200131271,01/13/2020,1239 HARTFORD AVE SW,301,Capitol View,X,33.72107,-84.41708,
BURGLARY-NONRES,200130612,01/13/2020,1381 DALON RD NE,613,Morningside/Lenox Park,F,33.80428,-84.34241,
BURGLARY-NONRES,200131236,01/13/2020,1280 W PEACHTREE ST NE,502,Midtown,E,33.78966,-84.38716,
AGG ASSAULT,200130239,01/13/2020,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144,
BURGLARY-RESIDENCE,200130768,01/13/2020,1035 PEYTON RD SW,406,,I,33.7288,-84.47615,
BURGLARY-RESIDENCE,200130954,01/13/2020,246 AARON ST NW,108,Penelope Neighbors,J,33.75396,-84.45198,
BURGLARY-RESIDENCE,200131240,01/13/2020,1110 VELTRE CIR SW,406,Audobon Forest West,I,33.72425,-84.48043,
BURGLARY-RESIDENCE,200131735,01/13/2020,2035 LOIS PL NW,110,Grove Park,J,33.78504,-84.45444,
BURGLARY-RESIDENCE,200121576,01/12/2020,3380 PEACHTREE RD NE,208,North Buckhead,B,33.84892,-84.36597,
BURGLARY-NONRES,200121658,01/12/2020,450 CAPITOL AVE SE,304,Summerhill,V,33.74206,-84.38768,
BURGLARY-RESIDENCE,200121671,01/12/2020,4570 E CONWAY DR NW,202,Chastain Park,A,33.87978,-84.40243,
BURGLARY-RESIDENCE,200120650,01/12/2020,2925 SHELLY DR SW,406,Peyton Forest,I,33.74419,-84.48341,
BURGLARY-NONRES,200121265,01/12/2020,2489 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82226,-84.35055,
BURGLARY-NONRES,200121292,01/12/2020,1465 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80787,-84.43494,
ROBBERY-COMMERCIAL,200120304,01/12/2020,1695 PRYOR RD SW,307,Betmar LaVilla,Y,33.70894,-84.39374,
ROBBERY-COMMERCIAL,200121858,01/12/2020,844 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75461,-84.41555,
AGG ASSAULT,200120453,01/12/2020,1009 WASHINGTON ST SW,304,Peoplestown,V,33.72723,-84.39109,
AGG ASSAULT,200121685,01/12/2020,3604 BAKERS FERRY RD,407,Adamsville,H,33.75894,-84.50586,
AUTO THEFT,200120064,01/12/2020,3760 PRINCETON LAKES PKWY,414,Princeton Lakes,P,33.65806,-84.51051,
AUTO THEFT,200121804,01/12/2020,3600 SOUTHSIDE INDUSTRIAL PKWY SE,313,Blair Villa/Poole Creek,Z,33.65667,-84.37407,
AUTO THEFT,200120586,01/12/2020,2215 PENELOPE ST NW,108,Dixie Hills,J,33.75594,-84.45696,
AUTO THEFT,200120672,01/12/2020,975 WHITE ST SW,401,West End,T,33.73244,-84.41988,
AUTO THEFT,200120925,01/12/2020,I-285 SB EXPY SW / MOUNT GILEAD RD SW,412,Briar Glen,P,33.69829,-84.49927,
AUTO THEFT,200120993,01/12/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.74993,-84.37706,
AUTO THEFT,200121251,01/12/2020,200 W WIEUCA RD NE,209,East Chastain Park,B,33.87729,-84.38018,
AUTO THEFT,200121268,01/12/2020,I-285 WB EXPY SE / JONESBORO RD SE,313,South River Gardens,Z,33.65221,-84.3671,
AUTO THEFT,200121395,01/12/2020,3709 CAMPBELLTON RD SW,412,Ben Hill Acres,P,33.69075,-84.50969,
AUTO THEFT,200121635,01/12/2020,3365 PIEDMONT RD NE,208,North Buckhead,B,33.84687,-84.37284,
LARCENY-NON VEHICLE,200120862,01/12/2020,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81825,-84.36695,
LARCENY-NON VEHICLE,200120892,01/12/2020,1350 KENILWORTH DR SW,403,Venetian Hills,S,33.71819,-84.43389,
LARCENY-NON VEHICLE,200121056,01/12/2020,1162 MORNINGSIDE PL NE,613,Morningside/Lenox Park,F,33.80745,-84.35315,
LARCENY-NON VEHICLE,200121104,01/12/2020,2107 DEFOORS FERRY RD NW,204,,C,33.81256,-84.42537,
LARCENY-NON VEHICLE,200121179,01/12/2020,25 COURTLAND ST SE,510,Downtown,M,33.75411,-84.3848,
LARCENY-NON VEHICLE,200121376,01/12/2020,34 CHAPPELL RD NW,105,Hunter Hills,K,33.75505,-84.4338,
LARCENY-NON VEHICLE,200120598,01/12/2020,414 4TH ST NE,614,Midtown,E,33.77472,-84.37365,
LARCENY-NON VEHICLE,200121137,01/12/2020,3560 PIEDMONT RD NE,208,Buckhead Forest,B,33.8512,-84.37949,
LARCENY-NON VEHICLE,200121500,01/12/2020,2600 BOLTON RD NW,201,,C,33.82062,-84.45001,
LARCENY-FROM VEHICLE,200121710,01/12/2020,801 LEE ST SW,401,West End,T,33.73311,-84.41454,
LARCENY-NON VEHICLE,200120566,01/12/2020,3012 JONESBORO RD SE,313,South River Gardens,Z,33.67225,-84.37156,
LARCENY-NON VEHICLE,200121052,01/12/2020,387 CLEVELAND AVE SW,309,Perkerson,X,33.6816,-84.40215,
BURGLARY-NONRES,200120301,01/12/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.74988,-84.37788,
BURGLARY-NONRES,200120495,01/12/2020,387 HILL ST SE,605,Grant Park,W,33.74411,-84.37939,
LARCENY-FROM VEHICLE,200120136,01/12/2020,893 PIEDMONT AVE NE,505,Midtown,E,33.77891,-84.38073,
LARCENY-FROM VEHICLE,200120220,01/12/2020,3238 PACES FERRY PL NW ,206,South Tuxedo Park,B,33.84361,-84.38191,
LARCENY-FROM VEHICLE,200120293,01/12/2020,899 MARTIN L KING JR DR NW,102,Vine City,L,33.75497,-84.41667,
LARCENY-FROM VEHICLE,200120294,01/12/2020,256 WALKER ST SW,507,Castleberry Hill,M,33.74738,-84.40266,
LARCENY-FROM VEHICLE,200120311,01/12/2020,3220 PEACHTREE RD NE,208,Buckhead Forest,B,33.84243,-84.374,
LARCENY-FROM VEHICLE,200120313,01/12/2020,1126 EUCLID AVE NE,602,Inman Park,N,33.76457,-84.35052,
LARCENY-FROM VEHICLE,200120384,01/12/2020,352 PEACHTREE ST NE,508,Downtown,M,33.76407,-84.38637,
LARCENY-FROM VEHICLE,200120532,01/12/2020,999 W MARIETTA ST NW,106,Knight Park/Howell Station,K,33.78514,-84.41978,
LARCENY-FROM VEHICLE,200120555,01/12/2020,1170 HOWELL MILL RD NW,501,Home Park,E,33.78553,-84.41181,
LARCENY-FROM VEHICLE,200120610,01/12/2020,1401 MERIDIAN ST SE,609,Edgewood,O,33.7505,-84.34156,
LARCENY-FROM VEHICLE,200120743,01/12/2020,507 BISHOP ST NW,207,Loring Heights,E,33.79257,-84.4046,
LARCENY-FROM VEHICLE,200120790,01/12/2020,1356 BENNING PL NE,608,Candler Park,N,33.76869,-84.34304,
LARCENY-FROM VEHICLE,200120795,01/12/2020,1280 W PEACHTREE ST NW,502,Midtown,E,33.78926,-84.38789,
LARCENY-FROM VEHICLE,200120808,01/12/2020,1820 PEACHTREE RD NW,207,Ardmore,E,33.80482,-84.39407,
LARCENY-FROM VEHICLE,200120820,01/12/2020,3450 FORREST PARK RD SE,313,South River Gardens,Z,33.66061,-84.35549,
LARCENY-FROM VEHICLE,200120848,01/12/2020,181 PEACHTREE ST NE @RITZ,510,Downtown,M,33.75861,-84.3872,
LARCENY-FROM VEHICLE,200120855,01/12/2020,391 17TH ST NW,501,Atlantic Station,E,33.79146,-84.40053,
LARCENY-FROM VEHICLE,200120883,01/12/2020,659 PEACHTREE ST NE @GEORGIAN TERRACE,505,Midtown,E,33.77258,-84.38449,
LARCENY-FROM VEHICLE,200120942,01/12/2020,701 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76124,-84.36391,
LARCENY-FROM VEHICLE,200121024,01/12/2020,470 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74128,-84.34622,
LARCENY-FROM VEHICLE,200121045,01/12/2020,566 CASANOVA ST SE,305,Chosewood Park,Y,33.71641,-84.36929,
LARCENY-FROM VEHICLE,200121102,01/12/2020,834 HANK AARON DR SE,304,Summerhill,V,33.73206,-84.38764,
LARCENY-FROM VEHICLE,200121132,01/12/2020,790 BERNE ST SE,605,Grant Park,W,33.7371,-84.36139,
LARCENY-FROM VEHICLE,200121204,01/12/2020,190 GEORGE ST SE ,605,Grant Park,W,33.748,-84.37574,
LARCENY-FROM VEHICLE,200121220,01/12/2020,123 WOODWARD AVE SE,605,Capitol Gateway,V,33.74555,-84.38355,
LARCENY-FROM VEHICLE,200121502,01/12/2020,1092 COLQUITT AVE NE,602,Inman Park,N,33.76534,-84.35147,
LARCENY-FROM VEHICLE,200121586,01/12/2020,1025 HOWELL MILL RD NW,501,Home Park,E,33.78285,-84.41126,
LARCENY-FROM VEHICLE,200121597,01/12/2020,618  HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76134,-84.3663,
LARCENY-FROM VEHICLE,200121725,01/12/2020,2051 OLD GEORGIAN TER NW,103,Whittier Mill Village,D,33.81114,-84.47949,
LARCENY-FROM VEHICLE,200121735,01/12/2020,1737 ELLSWORTH INDUSTRIAL BLVD NW,204,Underwood Hills,D,33.803,-84.4269,
LARCENY-FROM VEHICLE,200121788,01/12/2020,1040 N HIGHLAND AVE NE,601,Virginia Highland,F,33.78287,-84.35477,
LARCENY-FROM VEHICLE,200121817,01/12/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.7602,-84.38554,
LARCENY-FROM VEHICLE,200121820,01/12/2020,470 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74128,-84.34622,
LARCENY-FROM VEHICLE,200121832,01/12/2020,1164 ALTA AVE NE,602,Inman Park,N,33.76084,-84.34997,
LARCENY-FROM VEHICLE,200121892,01/12/2020,14 HILLIARD ST NE,604,Sweet Auburn,M,33.75477,-84.37678,
LARCENY-FROM VEHICLE,200121901,01/12/2020,1122 CRESCENT AVE NE,503,Midtown,E,33.78533,-84.3845,
LARCENY-FROM VEHICLE,200121960,01/12/2020,232 FORSYTH ST SW @Multiple,512,Downtown,M,33.74852,-84.39636,
LARCENY-NON VEHICLE,200121240,01/12/2020,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200121435,01/12/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200121584,01/12/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200110702,01/11/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200110819,01/11/2020,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544,
LARCENY-NON VEHICLE,200111148,01/11/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200111414,01/11/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-FROM VEHICLE,200110115,01/11/2020,17 BAKER STREET NW,508,Downtown,M,33.76235,-84.38819,
LARCENY-FROM VEHICLE,200110262,01/11/2020,241 PINE ST NE,603,Old Fourth Ward,M,33.76741,-84.37989,
LARCENY-FROM VEHICLE,200110313,01/11/2020,387 HILL ST SE,605,Grant Park,W,33.74436,-84.37974,
LARCENY-FROM VEHICLE,200110326,01/11/2020,48 JACKSON ST SE,604,Sweet Auburn,M,33.7528,-84.37415,
LARCENY-FROM VEHICLE,200110543,01/11/2020,586 FRASER ST SE,304,Summerhill,V,33.73823,-84.38613,
LARCENY-FROM VEHICLE,200110711,01/11/2020,855 W PEACHTREE ST NE,505,Midtown,E,33.77773,-84.38718,
LARCENY-FROM VEHICLE,200110744,01/11/2020,1337 BLUEFIELD DR SW,403,Oakland City,S,33.72527,-84.43171,
LARCENY-FROM VEHICLE,200110846,01/11/2020,40 JOHN PORTMAN BLVD NW,508,Downtown,M,33.76073,-84.38941,
LARCENY-FROM VEHICLE,200110865,01/11/2020,86 SHERIDAN DR NE,206,Garden Hills,B,33.8323,-84.38187,
LARCENY-FROM VEHICLE,200110878,01/11/2020,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341,
LARCENY-FROM VEHICLE,200110881,01/11/2020,619 REED ST SE,304,Summerhill,V,33.73772,-84.38572,
LARCENY-FROM VEHICLE,200110903,01/11/2020,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079,
LARCENY-FROM VEHICLE,200110916,01/11/2020,1117 LEE ST SW,402,Oakland City,S,33.72459,-84.42107,
LARCENY-FROM VEHICLE,200111048,01/11/2020,290 MARTIN L KING JR DR SE,605,Oakland,W,33.74748,-84.37785,
LARCENY-FROM VEHICLE,200111101,01/11/2020,1262 AVON AVE SW,403,Oakland City,S,33.7221,-84.42927,
LARCENY-FROM VEHICLE,200111420,01/11/2020,1988 DELANO DR NE,610,Kirkwood,O,33.7554,-84.3224,
LARCENY-FROM VEHICLE,200111705,01/11/2020,1776 CHESHIRE BRIDGE RD NE,212,Morningside/Lenox Park,F,33.80875,-84.36471,
LARCENY-FROM VEHICLE,200111797,01/11/2020,1424 DEFOORS DR NW,204,Underwood Hills,D,33.80861,-84.42502,
LARCENY-FROM VEHICLE,200112109,01/11/2020,329 MARIETTA ST NW,508,Downtown,M,33.7623,-84.39643,
LARCENY-FROM VEHICLE,200112212,01/11/2020,451 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.75416,-84.37281,
LARCENY-FROM VEHICLE,200112247,01/11/2020,696 SOMERSET TER NE,602,Poncey-Highland,N,33.77332,-84.36252,
LARCENY-FROM VEHICLE,200112254,01/11/2020,777 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77361,-84.36187,
LARCENY-NON VEHICLE,200111377,01/11/2020,POLAR ROCK PL SW / POLAR ROCK TER SW,310,Polar Rock,Z,33.69264,-84.3948,
LARCENY-FROM VEHICLE,200110688,01/11/2020,144 MORELAND AVE NE,606,Reynoldstown,N,33.75736,-84.3496,
LARCENY-FROM VEHICLE,200111811,01/11/2020,230 CLEVELAND AVE SW @CLEVELAND AVE BOOTH,311,Glenrose Heights,Z,33.68012,-84.39573,
LARCENY-NON VEHICLE,200110779,01/11/2020,234 MEMORIAL DR SW,512,Downtown,M,33.74685,-84.39536,
LARCENY-NON VEHICLE,200110902,01/11/2020,89 ELLIS ST NE,510,Downtown,M,33.75813,-84.38477,
LARCENY-NON VEHICLE,200111484,01/11/2020,117 JOSEPH E LOWERY BLVD NW,102,Vine City,L,33.758,-84.41733,
LARCENY-NON VEHICLE,200110745,01/11/2020,4013 AVALON RD SW,412,Ben Hill Terrace,P,33.69526,-84.51948,
LARCENY-NON VEHICLE,200110815,01/11/2020,120 ANDERSON AVE,108,Dixie Hills,J,33.75734,-84.45478,
LARCENY-NON VEHICLE,200111145,01/11/2020,387 HILL ST SE,605,Grant Park,W,33.74436,-84.37974,
LARCENY-NON VEHICLE,200111164,01/11/2020,1074 PEACHTREE WALK NE,503,Midtown,E,33.78436,-84.38639,
LARCENY-NON VEHICLE,200111180,01/11/2020,3280 NORTHSIDE PKWY NW,201,,C,33.84481,-84.42602,
LARCENY-NON VEHICLE,200111190,01/11/2020,41 IRBY AVE NW,206,South Tuxedo Park,B,33.84152,-84.38026,
LARCENY-NON VEHICLE,200111241,01/11/2020,1066 WHITE OAK AVE SW,402,Oakland City,S,33.72518,-84.42284,
LARCENY-NON VEHICLE,200111601,01/11/2020,2636 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75277,-84.47429,
LARCENY-NON VEHICLE,200111855,01/11/2020,1080 PEACHTREE ST NE,503,Midtown,E,33.78409,-84.38353,
AUTO THEFT,200110078,01/11/2020,624 BERNE ST SE,605,Grant Park,W,33.7368,-84.36669,
AUTO THEFT,200110330,01/11/2020,2574 ELLIOTT ST NW,109,Carey Park,G,33.78144,-84.47253,
AUTO THEFT,200110771,01/11/2020,2840 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75434,-84.48042,
AUTO THEFT,200111039,01/11/2020,3004 PIEDMONT RD NE,206,Garden Hills,B,33.83665,-84.36838,
AUTO THEFT,200111064,01/11/2020,1775 HOWELL MILL RD NW,204,Berkeley Park,D,33.8027,-84.41434,
AUTO THEFT,200111135,01/11/2020,3906 ROSWELL RD NE @CF,209,East Chastain Park,B,33.86179,-84.38127,
AUTO THEFT,200111379,01/11/2020,3210 PACES FERRY PL NW,206,South Tuxedo Park,B,33.84225,-84.38226,
AUTO THEFT,200111485,01/11/2020,1498 WESSYNGTON RD NE,613,Morningside/Lenox Park,F,33.79502,-84.35663,
AUTO THEFT,200111591,01/11/2020,RALPH D ABERNATHY BLVD SW / WELLS ST SW,303,Adair Park,V,33.73821,-84.41022,
AUTO THEFT,200111870,01/11/2020,61 NORTH AVE NW @THE VARSITY,505,Midtown,E,33.77138,-84.38943,
AUTO THEFT,200111877,01/11/2020,657 ANTONE ST NW,207,Berkeley Park,D,33.79868,-84.40993,
AUTO THEFT,200112152,01/11/2020,1000 MARIETTA ST NW,504,Marietta Street Artery,E,33.77907,-84.4105,
AUTO THEFT,200112224,01/11/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85252,-84.36116,
AUTO THEFT,200110501,01/11/2020,973 ROOSEVELT DR SE,313,South River Gardens,Z,33.65733,-84.35803,
AGG ASSAULT,200110386,01/11/2020,2065 ALISON CT SW,410,Campbellton Road,R,33.70093,-84.45618,
AGG ASSAULT,200110564,01/11/2020,2075 ALISON CT SW,410,Campbellton Road,R,33.70105,-84.45656,
BURGLARY-RESIDENCE,200110772,01/11/2020,762 MORELAND AVE SE,612,East Atlanta,W,33.73354,-84.34902,
BURGLARY-RESIDENCE,200111015,01/11/2020,790 BELLEMEADE AVE NW,207,Berkeley Park,D,33.80021,-84.41427,
AGG ASSAULT,200110753,01/11/2020,80 JESSE HILL JR DR SE,510,Downtown,M,33.75231,-84.38231,
AGG ASSAULT,200112001,01/11/2020,1089 GARIBALDI ST SW,302,Pittsburgh,V,33.72511,-84.39934,
BURGLARY-RESIDENCE,200101232,01/10/2020,2775 OLDKNOW DR NW,112,Collier Heights,I,33.77227,-84.47848,
BURGLARY-RESIDENCE,200101670,01/10/2020,1695 DERRY AVE SW,404,Westview,T,33.74366,-84.44317,
BURGLARY-RESIDENCE,200101726,01/10/2020,1960 RAMBLING DR SW,306,Sylvan Hills,X,33.70056,-84.40509,
BURGLARY-RESIDENCE,200102592,01/10/2020,2060 ALISON CT SW,410,Campbellton Road,R,33.70062,-84.45594,
BURGLARY-NONRES,200100301,01/10/2020,2331 ADAMS DR NW,103,Bolton,D,33.81893,-84.45243,
BURGLARY-RESIDENCE,200101738,01/10/2020,3239 HOLLYDALE DR SW,406,West Manor,I,33.73393,-84.49418,
BURGLARY-NONRES,200101088,01/10/2020,1215 GLENWOOD AVE SE,612,East Atlanta,W,33.73991,-84.3477,
AGG ASSAULT,200101036,01/10/2020,3595 ZIP INDUSTRIAL BLVD SE,313,Blair Villa/Poole Creek,Z,33.65834,-84.38489,
AGG ASSAULT,200102298,01/10/2020,RALPH D ABERNATHY BLVD SW / LEE ST SW,401,West End,T,33.73236,-84.42019,
ROBBERY-RESIDENCE,200100057,01/10/2020,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76128,-84.37323,
HOMICIDE,200100013,01/10/2020,1977 JONES AVE NW,110,West Highlands,G,33.78738,-84.45208,
AGG ASSAULT,200101179,01/10/2020,390 THOMASVILLE BLVD SE,308,Thomasville Heights,Z,33.70613,-84.35768,
AGG ASSAULT,200101237,01/10/2020,1678 RICHMOND AVE SE,307,Lakewood Heights,Y,33.70883,-84.37861,
AGG ASSAULT,200101980,01/10/2020,1411 VENETIAN DR SW,403,Venetian Hills,S,33.71493,-84.43443,
AGG ASSAULT,200102458,01/10/2020,1527 WILLOWBROOK DR SW,408,Venetian Hills,S,33.71126,-84.44678,
AUTO THEFT,200100398,01/10/2020,1193 LEE ST SW,403,Oakland City,S,33.72261,-84.42302,
AUTO THEFT,200101777,01/10/2020,720 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76547,-84.36417,
AUTO THEFT,200100400,01/10/2020,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276,
AUTO THEFT,200100409,01/10/2020,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6639,-84.52377,
AUTO THEFT,200100522,01/10/2020,435 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76128,-84.37318,
AUTO THEFT,200100564,01/10/2020,860 BEECHER ST SW,401,West End,T,33.73323,-84.41595,
AUTO THEFT,200100575,01/10/2020,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687,
AUTO THEFT,200102003,01/10/2020,273 BUCKHEAD AVE NE,206,Buckhead Village,B,33.83794,-84.37854,
AUTO THEFT,200102090,01/10/2020,1720 MARIETTA BLVD NW,103,Hills Park,D,33.80169,-84.43644,
AUTO THEFT,200102336,01/10/2020,2036 HATTERAS WAY NW,103,Whittier Mill Village,D,33.81045,-84.48041,
AUTO THEFT,200102340,01/10/2020,1080 W PEACHTREE ST NW,503,Midtown,E,33.7847,-84.38817,
LARCENY-NON VEHICLE,200100871,01/10/2020,958 AUSTIN AVE NE,602,Inman Park,N,33.76238,-84.35643,
LARCENY-NON VEHICLE,200101223,01/10/2020,3226 GREENBRIAR PKWY,,Greenbriar,R,33.68542,-84.49741,
LARCENY-NON VEHICLE,200101231,01/10/2020,I-285 SB EXPY NW / MARTIN L KING JR DR NW,111,Adamsville,H,33.75362,-84.49558,
LARCENY-NON VEHICLE,200101509,01/10/2020,3323 TIARA CIR SW,409,Southwest,R,33.70217,-84.49632,
LARCENY-NON VEHICLE,200101930,01/10/2020,830 WILLOUGHBY WAY NE,603,Old Fourth Ward,M,33.76585,-84.35999,
LARCENY-NON VEHICLE,200102143,01/10/2020,921 HOWELL MILL RD NW,501,Home Park,E,33.78016,-84.41015,
LARCENY-NON VEHICLE,200102269,01/10/2020,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79742,-84.40671,
LARCENY-NON VEHICLE,200101244,01/10/2020,265 PEACHTREE CENTER AVE NE @MARIOTT,509,Downtown,M,33.76158,-84.38496,
LARCENY-NON VEHICLE,200102376,01/10/2020,794 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77614,-84.35269,
LARCENY-NON VEHICLE,200102433,01/10/2020,87 WALTON ST NW,508,Downtown,M,33.75689,-84.39112,
LARCENY-NON VEHICLE,200102594,01/10/2020,1552 FOOTE ST NE,609,Edgewood,O,33.75796,-84.3366,
LARCENY-NON VEHICLE,200101003,01/10/2020,855 W PEACHTREE ST NE,505,Midtown,E,33.77773,-84.38718,
LARCENY-FROM VEHICLE,200100836,01/10/2020,86 W PEACHTREE PL NW,508,Downtown,M,33.76393,-84.38981,
LARCENY-FROM VEHICLE,200101425,01/10/2020,2975 METROPOLITAN PKWY SW,311,Hammond Park,X,33.67393,-84.40888,
LARCENY-FROM VEHICLE,200102544,01/10/2020,2193 PEACHTREE RD NE,211,,E,33.81411,-84.39144,
LARCENY-NON VEHICLE,200101951,01/10/2020,1878 PIEDMONT AVE NE,212,Piedmont Heights,F,33.80731,-84.36637,
LARCENY-NON VEHICLE,200100929,01/10/2020,850 OAK ST SW @WEST END MALL,401,West End,T,33.74057,-84.4168,
LARCENY-FROM VEHICLE,200100019,01/10/2020,320 BROOKS AVE NE,608,Candler Park,N,33.76296,-84.33428,
LARCENY-FROM VEHICLE,200100029,01/10/2020,675 METROPOLITAN PKWY SW,301,Adair Park,V,33.73653,-84.41018,
LARCENY-FROM VEHICLE,200100067,01/10/2020,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277,
LARCENY-FROM VEHICLE,200100131,01/10/2020,1600 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79826,-84.42811,
LARCENY-FROM VEHICLE,200100427,01/10/2020,207 13TH ST NE,503,Midtown,E,33.78518,-84.38053,
LARCENY-FROM VEHICLE,200100509,01/10/2020,626 DEKALB AVE SE,604,Old Fourth Ward,M,33.75283,-84.36687,
LARCENY-FROM VEHICLE,200100525,01/10/2020,1460 LA FRANCE ST NE,609,Edgewood,O,33.76065,-84.33961,
