UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-NON VEHICLE,200080794,01/08/2020,878 PEACHTREE ST NE,505,Midtown,E,33.7788,-84.38438,
LARCENY-NON VEHICLE,200081026,01/08/2020,1152 GREENWICH ST SW,401,West End,T,33.74352,-84.42543,
LARCENY-NON VEHICLE,200081410,01/08/2020,129 NORTH AVE NE,509,Downtown,M,33.77103,-84.38318,
LARCENY-NON VEHICLE,200080488,01/08/2020,645 CASCADE AVE SW,404,Westview,T,33.73783,-84.43553,
LARCENY-NON VEHICLE,200080815,01/08/2020,994 HANK AARON DR SE,304,Peoplestown,V,33.72739,-84.38767,
LARCENY-NON VEHICLE,200080825,01/08/2020,299 RICHARDSON ST SW @WINDSOR ST PLAZA SH,303,Mechanicsville,V,33.74084,-84.39748,
LARCENY-NON VEHICLE,200081199,01/08/2020,1925 MONROE DR NE,212,Piedmont Heights,F,33.80856,-84.37506,
LARCENY-NON VEHICLE,200081490,01/08/2020,3400 AROUND LENOX DR NE @AROUND LENOX,210,Lenox,B,33.84578,-84.36489,
LARCENY-FROM VEHICLE,200081412,01/08/2020,1690 DETROIT AVE NW,107,Grove Park,J,33.76586,-84.44515,
LARCENY-NON VEHICLE,200081960,01/08/2020,25 PIEDMONT AVE NE,510,Downtown,M,33.75522,-84.38203,
LARCENY-FROM VEHICLE,200011917,01/08/2020,820 DUFFIELD DR NW,112,Collier Heights,I,33.76879,-84.48269,
LARCENY-FROM VEHICLE,200072368,01/08/2020,3670 CAMP CREEK PKWY SW   ,414,Princeton Lakes,P,33.655,-84.50859,
LARCENY-FROM VEHICLE,200080040,01/08/2020,727 WYLIE ST SE,606,Cabbagetown,N,33.75204,-84.36355,
LARCENY-FROM VEHICLE,200080065,01/08/2020,1150 WESTVIEW DR SW,104,West End,T,33.7468,-84.4254,
LARCENY-FROM VEHICLE,200080295,01/08/2020,1835 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80567,-84.36712,
LARCENY-FROM VEHICLE,200080360,01/08/2020,53 14TH ST NE,503,Midtown,E,33.78634,-84.38591,
LARCENY-FROM VEHICLE,200080399,01/08/2020,100 10TH ST NW,503,Midtown,E,33.78095,-84.39033,
LARCENY-FROM VEHICLE,200080424,01/08/2020,1312 GRANT ST SE,305,Chosewood Park,Y,33.71884,-84.37646,
LARCENY-FROM VEHICLE,200080454,01/08/2020,166 HERMER CIR NW,111,,I,33.75852,-84.48592,
LARCENY-FROM VEHICLE,200080471,01/08/2020,902 HALL ST SW,402,Oakland City,S,33.73045,-84.4254,
LARCENY-FROM VEHICLE,200080519,01/08/2020,333 E WESLEY RD NE,206,Garden Hills,B,33.82835,-84.37676,
LARCENY-FROM VEHICLE,200080530,01/08/2020,2960 PIEDMONT RD NE,206,Garden Hills,B,33.83512,-84.36811,
LARCENY-FROM VEHICLE,200080540,01/08/2020,2980 JONESBORO RD SE,313,South River Gardens,Z,33.67339,-84.37144,
LARCENY-FROM VEHICLE,200080656,01/08/2020,170 NORTHSIDE DR SW,507,Castleberry Hill,M,33.7499,-84.40371,
LARCENY-FROM VEHICLE,200080690,01/08/2020,794 DIXIE AVE NE,602,Inman Park,N,33.75677,-84.3617,
LARCENY-FROM VEHICLE,200080813,01/08/2020,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80622,-84.36626,
LARCENY-FROM VEHICLE,200080823,01/08/2020,508 MAIN ST NE,211,Lindbergh/Morosgo,B,33.82278,-84.3701,
LARCENY-FROM VEHICLE,200080843,01/08/2020,3660 MARTIN L KING JR DR SW,407,Adamsville,H,33.76217,-84.50865,
LARCENY-FROM VEHICLE,200080976,01/08/2020,1641 PEACHTREE ST NE @TRAVELODGE PEACHTRE,502,Midtown,E,33.79894,-84.39073,
LARCENY-FROM VEHICLE,200081299,01/08/2020,1455 HELEN LN SW,412,Greenbriar Village,P,33.7037,-84.53985,
LARCENY-FROM VEHICLE,200081424,01/08/2020,2090 JONESBORO RD SE,308,Norwood Manor,Z,33.6964,-84.36934,
LARCENY-FROM VEHICLE,200081783,01/08/2020,678 10TH ST NW,501,Home Park,E,33.78128,-84.4097,
LARCENY-FROM VEHICLE,200081827,01/08/2020,1133 HUFF RD NW,103,Blandtown,D,33.78978,-84.42557,
LARCENY-FROM VEHICLE,200081867,01/08/2020,1587 HOWELL MILL RD NW,207,Berkeley Park,D,33.79835,-84.41575,
LARCENY-FROM VEHICLE,200081934,01/08/2020,2277 PEACHTREE RD NE,211,,E,33.81595,-84.39051,
LARCENY-FROM VEHICLE,200081997,01/08/2020,308 PEACHTREE HILLS AVE NE,211,Peachtree Hills,B,33.81826,-84.3777,
LARCENY-FROM VEHICLE,200082006,01/08/2020,2411 SANDFALL CT SW,412,Sandlewood Estates,P,33.70497,-84.54322,
LARCENY-FROM VEHICLE,200082048,01/08/2020,3872 ROSWELL RD NE,209,East Chastain Park,B,33.86084,-84.38104,
LARCENY-FROM VEHICLE,200082067,01/08/2020,885 LAKE AVE NE,602,Inman Park,N,33.76164,-84.35787,
LARCENY-FROM VEHICLE,200082084,01/08/2020,1112 AUSTIN AVE NE,602,Inman Park,N,33.76217,-84.34922,
LARCENY-FROM VEHICLE,200082093,01/08/2020,3424 PIEDMONT RD NE,208,Buckhead Forest,B,33.84815,-84.37419,
LARCENY-FROM VEHICLE,200082178,01/08/2020,909 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77347,-84.35767,
LARCENY-FROM VEHICLE,200082207,01/08/2020,930 JUNIPER ST NE,503,Midtown,E,33.78,-84.38272,
LARCENY-NON VEHICLE,200080526,01/08/2020,2325 CHESHIRE BRIDGE RD NE ,212,Lindridge/Martin Manor,F,33.81866,-84.34906,
LARCENY-NON VEHICLE,200080731,01/08/2020,3500 PEACHTREE RD NE ,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-NON VEHICLE,200080898,01/08/2020,3440 PEACHTREE RD NE,208,North Buckhead,B,33.85166,-84.36235,
LARCENY-NON VEHICLE,200081536,01/08/2020,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68677,-84.49773,
LARCENY-NON VEHICLE,200081564,01/08/2020,3508 PEACHTREE RD NE,208,North Buckhead,B,33.85256,-84.36054,
LARCENY-NON VEHICLE,200081816,01/08/2020,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089,
LARCENY-NON VEHICLE,200081843,01/08/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200082168,01/08/2020,720 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.77276,-84.41089,
LARCENY-NON VEHICLE,200070138,01/07/2020,1820 HOLLYWOOD RD NW,110,Scotts Crossing,G,33.80494,-84.47054,
LARCENY-NON VEHICLE,200070844,01/07/2020,1450 DONNELLY AVE SW,402,West End,T,33.73772,-84.43479,
LARCENY-NON VEHICLE,200071695,01/07/2020,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.70678,-84.38031,
LARCENY-FROM VEHICLE,200070073,01/07/2020,1005 HEMPHILL AVE NW,501,Home Park,E,33.7822,-84.40438,
LARCENY-FROM VEHICLE,200070313,01/07/2020,725 PONCE DE LEON AVE NE ,602,Poncey-Highland,N,33.77343,-84.36351,
LARCENY-FROM VEHICLE,200070435,01/07/2020,240 NORTH AVE NE,505,Midtown,E,33.77134,-84.37932,
LARCENY-FROM VEHICLE,200070485,01/07/2020,1391 COLLIER RD NW,204,Underwood Hills,D,33.81164,-84.43547,
LARCENY-FROM VEHICLE,200070502,01/07/2020,811 JUNIPER ST NE,505,Midtown,E,33.77666,-84.38279,
LARCENY-FROM VEHICLE,200070541,01/07/2020,751 PIEDMONT AVE NE,505,Midtown,E,33.77502,-84.38105,
LARCENY-FROM VEHICLE,200070559,01/07/2020,890 GLENDALE TER NE,614,Midtown,E,33.77925,-84.37653,
LARCENY-FROM VEHICLE,200070592,01/07/2020,2348 LEILA LN SE,308,Leila Valley,Z,33.68993,-84.35476,
LARCENY-FROM VEHICLE,200070626,01/07/2020,1142 MORNINGSIDE PL NE,613,Morningside/Lenox Park,F,33.80652,-84.35459,
LARCENY-FROM VEHICLE,200070840,01/07/2020,3620 GINNIS CT SW,407,Fairburn Mays,H,33.73146,-84.51192,
LARCENY-FROM VEHICLE,200070866,01/07/2020,296 CRUMLEY ST SW,303,Mechanicsville,V,33.73941,-84.39806,
LARCENY-FROM VEHICLE,200070948,01/07/2020,921 WESTMORELAND CIR NW,110,West Highlands,G,33.79009,-84.44969,
LARCENY-FROM VEHICLE,200071219,01/07/2020,650 HAMILTON AVE SE,607,Boulevard Heights,W,33.72622,-84.3667,
LARCENY-FROM VEHICLE,200071343,01/07/2020,625 JETT ST NW,506,English Avenue,L,33.76741,-84.40793,
LARCENY-FROM VEHICLE,200071750,01/07/2020,2429 BOLTON RD NW,103,Bolton,D,33.82065,-84.45537,
LARCENY-FROM VEHICLE,200071838,01/07/2020,1455 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.79579,-84.42575,
LARCENY-FROM VEHICLE,200072013,01/07/2020,654 AUBURN AVE NE,604,Old Fourth Ward,M,33.75702,-84.36647,
LARCENY-FROM VEHICLE,200072086,01/07/2020,105  MARTIN L KING JR DR SW,512,Downtown,M,33.75152,-84.39076,
LARCENY-FROM VEHICLE,200072113,01/07/2020,4465 CAMPBELLTON RD SW,412,,P,33.69704,-84.53462,
LARCENY-FROM VEHICLE,200072118,01/07/2020,955 FOUNDERS DR SW,104,Harris Chiles,T,33.74459,-84.41988,
LARCENY-FROM VEHICLE,200072150,01/07/2020,1099 HEMPHILL AVE NW,501,Home Park,E,33.7849,-84.40582,
LARCENY-FROM VEHICLE,200072184,01/07/2020,349 14TH ST NW,501,Home Park,E,33.78637,-84.39837,
LARCENY-FROM VEHICLE,200072198,01/07/2020,396 PIEDMONT AVE NE,509,Downtown,M,33.76491,-84.3826,
LARCENY-FROM VEHICLE,200072202,01/07/2020,1036 VANCE AVE NE,601,Virginia Highland,F,33.7829,-84.35601,
LARCENY-FROM VEHICLE,200072209,01/07/2020,665 8TH ST NW,503,Home Park,E,33.77974,-84.40901,
LARCENY-FROM VEHICLE,200072211,01/07/2020,782 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77412,-84.36179,
LARCENY-FROM VEHICLE,200072260,01/07/2020,591 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75398,-84.36804,
LARCENY-FROM VEHICLE,200072340,01/07/2020,549 AMSTERDAM AVE NE,601,Virginia Highland,F,33.78788,-84.36904,
LARCENY-NON VEHICLE,200071200,01/07/2020,55 PEACHTREE ST SW,511,Downtown,M,33.75304,-84.39149,
LARCENY-NON VEHICLE,200071326,01/07/2020,203 FORSYTH ST SW,512,Downtown,M,33.74929,-84.39684,
LARCENY-NON VEHICLE,200071312,01/07/2020,413 4TH ST NE,614,Midtown,E,33.7742,-84.37371,
LARCENY-NON VEHICLE,200071400,01/07/2020,708 ARGONNE AVE NE,505,Midtown,E,33.77396,-84.37779,
LARCENY-NON VEHICLE,200071157,01/07/2020,40 PEACHTREE VALLEY RD NE,207,,E,33.81097,-84.39154,
LARCENY-NON VEHICLE,200071202,01/07/2020,107 HOLIDAY AVE NE,606,Reynoldstown,N,33.75652,-84.35016,
LARCENY-NON VEHICLE,200071362,01/07/2020,246 AARON ST NW,108,Penelope Neighbors,J,33.75396,-84.45198,
LARCENY-NON VEHICLE,200071768,01/07/2020,54 BROAD ST NW,508,Downtown,M,33.7556,-84.38972,
LARCENY-NON VEHICLE,200071798,01/07/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112,
LARCENY-FROM VEHICLE,200070736,01/07/2020,1463 PRYOR RD SW,305,High Point,Y,33.71478,-84.39413,
LARCENY-FROM VEHICLE,200071123,01/07/2020,2611 SPRINGDALE RD SW,309,Perkerson,X,33.68394,-84.41521,
LARCENY-NON VEHICLE,200070198,01/07/2020,923 CARDOVA DR NE,212,Lindridge/Martin Manor,F,33.81643,-84.35754,
LARCENY-NON VEHICLE,200070429,01/07/2020,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,512,Downtown,M,33.74852,-84.39636,
LARCENY-NON VEHICLE,200070613,01/07/2020,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70348,-84.46644,
LARCENY-NON VEHICLE,200070677,01/07/2020,3200 STONE RD SW,411,Greenbriar,R,33.6697,-84.49403,
LARCENY-NON VEHICLE,200070766,01/07/2020,3205 BELFORT RD SE,312,Orchard Knob,Z,33.66764,-84.3773,
LARCENY-NON VEHICLE,200071240,01/07/2020,400 BISHOP ST NW,207,Loring Heights,E,33.79363,-84.40039,
LARCENY-NON VEHICLE,200071561,01/07/2020,2585 BEELER DR SW,309,Perkerson,X,33.6841,-84.4012,
LARCENY-NON VEHICLE,200071708,01/07/2020,44 LETHEA ST SE,307,Lakewood Heights,Y,33.71046,-84.37869,
LARCENY-NON VEHICLE,200071790,01/07/2020,1576 MCPHERSON AVE SE,612,East Atlanta,W,33.74416,-84.33607,
LARCENY-NON VEHICLE,200071869,01/07/2020,2213 PARKVIEW AVENUE,106,Bolton,D,33.81688,-84.46441,
AUTO THEFT,200070307,01/07/2020,68 ADAIR AVE SE,307,Lakewood Heights,Y,33.70654,-84.38603,
AUTO THEFT,200070381,01/07/2020,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637,
AUTO THEFT,200070393,01/07/2020,2550 FAIRBURN RD SW,413,Fairburn Tell,P,33.68416,-84.51184,
AUTO THEFT,200070402,01/07/2020,989 BYRON DR SW,306,Sylvan Hills,X,33.71305,-84.42088,
AUTO THEFT,200070413,01/07/2020,444 ERIN AVE SW,301,Capitol View Manor,X,33.71898,-84.40288,
AUTO THEFT,200071161,01/07/2020,580 MCDONOUGH BLVD SE,305,Chosewood Park,Y,33.71392,-84.36899,
AUTO THEFT,200071676,01/07/2020,I-75-85 NB EXPY SW / ARTHUR LANGFORD EB PKWY SW,310,Polar Rock,Z,33.69704,-84.40469,
AUTO THEFT,200071926,01/07/2020,1459 MECASLIN ST NW,207,Loring Heights,E,33.79534,-84.39881,
AGG ASSAULT,200070890,01/07/2020,10 PARK PL NE,510,Downtown,M,33.75492,-84.38842,
AGG ASSAULT,200072256,01/07/2020,667 S EUGENIA PL NW,107,Grove Park,J,33.77231,-84.45394,
ROBBERY-PEDESTRIAN,200071357,01/07/2020,1117 LEE ST SW,402,Oakland City,S,33.72459,-84.42107,
AGG ASSAULT,200070048,01/07/2020,1709 WILLMA DR NW,110,West Highlands,G,33.79186,-84.44721,
AGG ASSAULT,200070243,01/07/2020,I-75 SB EXPY NW / DEERING RD NW,207,Loring Heights,E,33.80181,-84.4071,
AGG ASSAULT,200070693,01/07/2020,2069 BENT CREEK WAY SW,410,Campbellton Road,R,33.6999,-84.46508,
AGG ASSAULT,200071291,01/07/2020,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,
AGG ASSAULT,200071831,01/07/2020,41 LENOX POINTE NE,210,Pine Hills,B,33.82618,-84.35408,
AGG ASSAULT,200071851,01/07/2020,1094 HUFF RD,103,Blandtown,D,33.78859,-84.42401,
AUTO THEFT,200070759,01/07/2020,746 MONROE DR NE,614,Midtown,E,33.77508,-84.37099,
AUTO THEFT,200071253,01/07/2020,EZRA CHURCH DR NW / W LAKE AVE NW,105,West Lake,J,33.76119,-84.44221,
BURGLARY-RESIDENCE,200072338,01/07/2020,1210 LYNDALE DR SE,607,,,33.72785,-84.34832,
BURGLARY-NONRES,200071242,01/07/2020,719 PENN AVE NE,505,Midtown,E,33.77425,-84.37858,
BURGLARY-NONRES,200070880,01/07/2020,2345 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.81906,-84.3513,
BURGLARY-RESIDENCE,200070710,01/07/2020,656 CEDAR AVE NW,109,Center Hill,J,33.77295,-84.4659,
BURGLARY-RESIDENCE,200070789,01/07/2020,988 MAYSON TURNER RD NW,105,Washington Park,K,33.76003,-84.41919,
BURGLARY-RESIDENCE,200072115,01/07/2020,72 FINCH DR SE,310,Swallow Circle/Baywood,Z,33.69527,-84.3861,
BURGLARY-RESIDENCE,200060433,01/06/2020,2846 MONICA CT SW,406,Peyton Forest,I,33.74273,-84.48112,
BURGLARY-RESIDENCE,200060482,01/06/2020,2323 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.81825,-84.36695,
BURGLARY-RESIDENCE,200061509,01/06/2020,319 SKIPPER PL NW,112,Collier Heights,I,33.78147,-84.49139,
BURGLARY-RESIDENCE,200061705,01/06/2020,390 STOVALL ST SE,606,Ormewood Park,W,33.7436,-84.35429,
BURGLARY-RESIDENCE,200061716,01/06/2020,1888 EMERY ST NW,205,Wildwood (NPU-C),C,33.80701,-84.41444,
BURGLARY-RESIDENCE,200062038,01/06/2020,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807,
BURGLARY-NONRES,200060531,01/06/2020,1829 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71,-84.44863,
BURGLARY-RESIDENCE,200060312,01/06/2020,1588 BOULEVARD LORRAINE SW,409,Adams Park,R,33.71266,-84.46021,
BURGLARY-RESIDENCE,200061256,01/06/2020,1573 VAN EPPS ST SE,612,East Atlanta,W,33.73686,-84.33645,
BURGLARY-RESIDENCE,200061540,01/06/2020,390 STOVALL ST SE,606,Ormewood Park,W,33.7436,-84.35429,
HOMICIDE,200061707,01/06/2020,785 PEYTON AVE NW,109,Center Hill,J,33.77655,-84.4677,
ROBBERY-COMMERCIAL,200061319,01/06/2020,240 PEACHTREE ST NE,508,Downtown,M,33.76056,-84.38835,
AGG ASSAULT,200060915,01/06/2020,2750 ALTAVIEW DR SE,312,Rosedale Heights,Z,33.67966,-84.3815,
AGG ASSAULT,200061554,01/06/2020,543 BURROUGHS ST SE,305,Chosewood Park,Y,33.71704,-84.36893,
AGG ASSAULT,200061605,01/06/2020,70 JOSEPH E LOWERY BLVD NW,102,Washington Park,K,33.75779,-84.41754,
AGG ASSAULT,200061638,01/06/2020,827 OAK ST NW,109,Center Hill,J,33.7778,-84.46306,
AGG ASSAULT,200061835,01/06/2020,925 CONLEY RD SE ,313,South River Gardens,Z,33.64984,-84.35993,
ROBBERY-PEDESTRIAN,200062118,01/06/2020,565 BROADVIEW PL NE,211,Lindbergh/Morosgo,B,33.82176,-84.36492,
AGG ASSAULT,200060395,01/06/2020,239 GRIFFIN ST NW,102,Vine City,L,33.7612,-84.4109,
AGG ASSAULT,200060829,01/06/2020,112 COURTLAND ST NE,510,Downtown,M,33.75756,-84.38434,
AUTO THEFT,200060003,01/06/2020,800 W MARIETTA BLVD NW,506,Almond Park,G,33.78373,-84.45794,
AUTO THEFT,200060102,01/06/2020,202 CANDLER RD SE,611,East Lake,O,33.74754,-84.29153,
AUTO THEFT,200060208,01/06/2020,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.84425,-84.37311,
AUTO THEFT,200060474,01/06/2020,324 FAIRBURN RD NW,111,Adamsville,H,33.76438,-84.5013,
AUTO THEFT,200060791,01/06/2020,733 GARIBALDI ST SW,303,Mechanicsville,V,33.73494,-84.39937,
AUTO THEFT,200060887,01/06/2020,77 12TH ST NE,503,Midtown,E,33.78424,-84.38496,
AUTO THEFT,200060958,01/06/2020,2580 MACON DR SE,310,Browns Mill Park,Z,33.68401,-84.38861,
AUTO THEFT,200061070,01/06/2020,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78308,-84.45882,
AUTO THEFT,200061723,01/06/2020,59 INMAN CIR NE,502,Ansley Park,E,33.79248,-84.38083,
LARCENY-NON VEHICLE,200060717,01/06/2020,220 BILL KENNEDY WAY SE,606,Reynoldstown,N,33.74458,-84.35751,
LARCENY-NON VEHICLE,200060734,01/06/2020,1443 OGLETHORPE AVE SW,402,West End,T,33.73705,-84.43482,
LARCENY-NON VEHICLE,200060925,01/06/2020,1333 CAMPBELLTON RD SW,403,Venetian Hills,S,33.71558,-84.43189,
LARCENY-NON VEHICLE,200061193,01/06/2020,2400 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.81987,-84.36568,
LARCENY-NON VEHICLE,200061512,01/06/2020,1345 BENTEEN PARK DR SE,607,Benteen Park,W,33.71537,-84.36161,
LARCENY-NON VEHICLE,200061826,01/06/2020,540 PHARR RD NE,206,Buckhead Village,B,33.83707,-84.37018,
ROBBERY-COMMERCIAL,200060078,01/06/2020,608 14TH ST NW,501,Home Park,E,33.78578,-84.40707,
LARCENY-NON VEHICLE,200061001,01/06/2020,2610 METROPOLITAN PKWY SW,309,Perkerson,X,33.68333,-84.40734,
LARCENY-FROM VEHICLE,200060904,01/06/2020,1582 EZRA CHURCH DR NW,105,West Lake,J,33.75743,-84.43984,
LARCENY-FROM VEHICLE,200061407,01/06/2020,1088 MEMORIAL DR SE,606,Reynoldstown,N,33.74735,-84.3518,
LARCENY-NON VEHICLE,200060308,01/06/2020,3201 DOWNWOOD CIR NW,201,,C,33.84133,-84.42603,
LARCENY-NON VEHICLE,200060748,01/06/2020,740 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82598,-84.36335,
LARCENY-NON VEHICLE,200060759,01/06/2020,530 PIEDMONT AVE NE,509,Downtown,M,33.76909,-84.38208,
LARCENY-NON VEHICLE,200060877,01/06/2020,364 BETSY AVE SW,405,Florida Heights,I,33.74577,-84.45785,
LARCENY-NON VEHICLE,200060894,01/06/2020,400 17TH ST NW,501,Atlantic Station,E,33.78959,-84.40165,
LARCENY-NON VEHICLE,200061262,01/06/2020,708 SPRING ST NW,505,Midtown,E,33.77402,-84.3892,
LARCENY-FROM VEHICLE,200060132,01/06/2020,96 JESSE HILL JR DR NE ,510,Downtown,M,33.75689,-84.38033,
LARCENY-FROM VEHICLE,200060405,01/06/2020,3221 MARTIN L KING JR DR NW,111,,I,33.75284,-84.49256,
LARCENY-FROM VEHICLE,200060805,01/06/2020,782 PEACHTREE ST NE,505,Midtown,E,33.77585,-84.38505,
LARCENY-FROM VEHICLE,200060846,01/06/2020,500 DECKNER AVE SW @EMMA MILLICAN PARK,306,Sylvan Hills,X,33.71428,-84.404,
LARCENY-FROM VEHICLE,200060952,01/06/2020,2050 LIDDELL DR NE @FUTOS,212,Morningside/Lenox Park,F,33.81056,-84.36161,
LARCENY-FROM VEHICLE,200061006,01/06/2020,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.82003,-84.36489,
LARCENY-FROM VEHICLE,200061086,01/06/2020,500 10TH ST NE @BELTLINE BUSINESS,502,,E,33.78223,-84.36922,
LARCENY-FROM VEHICLE,200061398,01/06/2020,150 CARNEGIE WAY NW,508,Downtown,M,33.75832,-84.38905,
LARCENY-FROM VEHICLE,200061410,01/06/2020,331 ELMIRA PL NE,608,Candler Park,N,33.76336,-84.3466,
LARCENY-FROM VEHICLE,200061456,01/06/2020,57 WARREN ST SE,610,Kirkwood,O,33.75165,-84.32655,
LARCENY-FROM VEHICLE,200061466,01/06/2020,777 MEMORIAL DR SE,606,Reynoldstown,N,33.74654,-84.36136,
LARCENY-FROM VEHICLE,200061476,01/06/2020,563 MEMORIAL DR SE,605,Grant Park,W,33.7464,-84.36911,
LARCENY-FROM VEHICLE,200061630,01/06/2020,1275 CAROLINE ST NE ,609,Edgewood,O,33.75674,-84.34619,
LARCENY-FROM VEHICLE,200061666,01/06/2020,474 MARTIN ST SE,304,Summerhill,V,33.74157,-84.38404,
LARCENY-FROM VEHICLE,200061668,01/06/2020,1053 LINAM ST SE,304,Peoplestown,V,33.72579,-84.38625,
LARCENY-FROM VEHICLE,200061683,01/06/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.77987,-84.41063,
LARCENY-FROM VEHICLE,200061694,01/06/2020,6 PLANTATION DR NE,210,Pine Hills,B,33.83609,-84.35757,
LARCENY-FROM VEHICLE,200061709,01/06/2020,22 14TH ST NW,503,Midtown,E,33.78645,-84.38839,
LARCENY-FROM VEHICLE,200061740,01/06/2020,240 N HIGHLAND AVE NE @PARISH FOODS,602,Inman Park,N,33.76191,-84.36039,
LARCENY-FROM VEHICLE,200061769,01/06/2020,112 KROG ST NE,602,Inman Park,N,33.75672,-84.36446,
LARCENY-FROM VEHICLE,200061816,01/06/2020,1845 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.80567,-84.36712,
LARCENY-FROM VEHICLE,200061867,01/06/2020,105 MARTIN L KING JR DR SW,511,Downtown,M,33.75172,-84.39133,
LARCENY-FROM VEHICLE,200061902,01/06/2020,3073 PIEDMONT RD NE,211,Peachtree Park,B,33.83939,-84.36876,
LARCENY-FROM VEHICLE,200061937,01/06/2020,1160 MOORES MILL RD NW,201,Brandon,C,33.83133,-84.42498,
LARCENY-FROM VEHICLE,200061985,01/06/2020,4475 ROSWELL RD NE,209,North Buckhead,B,33.87728,-84.37949,
LARCENY-FROM VEHICLE,200062035,01/06/2020,757 CLEVELAND AVE SW,309,Perkerson,X,33.68232,-84.41417,
LARCENY-FROM VEHICLE,200062093,01/06/2020,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80673,-84.41316,
LARCENY-FROM VEHICLE,200062133,01/06/2020,1754 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70698,-84.3745,
LARCENY-NON VEHICLE,200060835,01/06/2020,855 E PACES FERRY RD NE @LENOX STATION,210,Lenox,B,33.8449,-84.35907,
LARCENY-NON VEHICLE,200060974,01/06/2020,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278,
LARCENY-NON VEHICLE,200061226,01/06/2020,3330 MARTIN L KING JR DR SW @TEXACO,407,Adamsville,H,33.75392,-84.49736,
LARCENY-NON VEHICLE,200061647,01/06/2020,905 MEMORIAL DR SE,606,Reynoldstown,N,33.74579,-84.35728,
LARCENY-NON VEHICLE,200061681,01/06/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200061775,01/06/2020,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,
LARCENY-NON VEHICLE,200061906,01/06/2020,1117 LEE ST SW,402,Oakland City,S,33.72459,-84.42107,
LARCENY-NON VEHICLE,200061993,01/06/2020,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225,
LARCENY-NON VEHICLE,200060165,01/06/2020,980 HOLLYWOOD RD NW,109,Grove Park,J,33.78164,-84.45638,
LARCENY-NON VEHICLE,200050693,01/05/2020,4465 CAMPBELLTON RD SW,412,,P,33.69704,-84.53462,
LARCENY-NON VEHICLE,200050881,01/05/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,200050986,01/05/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200051168,01/05/2020,29 PEACHTREE ST SW,511,Downtown,M,33.75366,-84.39047,
LARCENY-NON VEHICLE,200051281,01/05/2020,2045 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.7774,-84.45214,
LARCENY-NON VEHICLE,200051386,01/05/2020,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,200051731,01/05/2020,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236,
LARCENY-NON VEHICLE,200051763,01/05/2020,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619,
